chr	gene_id	gene_name	start	end	gene_type
4	ENSG00000249708	RP11-503L23.1	152808695	152812415	lincRNA
4	ENSG00000250706	RP11-18H21.2	153067537	153099725	lincRNA
4	ENSG00000270750	RP11-461L13.3	153241696	153242196	lincRNA
4	ENSG00000109670	FBXW7	153242410	153457253	protein_coding
4	ENSG00000243417	RP11-555K12.1	153472429	153473516	pseudogene
4	ENSG00000170006	TMEM154	153539784	153601317	protein_coding
4	ENSG00000164144	ARFIP1	153701089	153839615	protein_coding
4	ENSG00000250980	RP11-529H22.1	153717215	153717983	pseudogene
4	ENSG00000249022	RP11-285C1.2	153955363	154012317	lincRNA
4	ENSG00000109654	TRIM2	154073494	154260472	protein_coding
4	ENSG00000171557	FGG	155525286	155534119	protein_coding
4	ENSG00000249692	RP11-21G20.4	155691720	155692068	pseudogene
4	ENSG00000185149	NPY2R	156129781	156138230	protein_coding
4	ENSG00000164114	MAP9	156263810	156298122	protein_coding
4	ENSG00000250205	RP11-27G13.3	156302194	156302391	pseudogene
4	ENSG00000249247	RP11-627H22.9	156372769	156373557	pseudogene
4	ENSG00000248548	MTND4P8	156376202	156377563	pseudogene
4	ENSG00000248420	MTATP6P9	156379113	156379792	pseudogene
4	ENSG00000248907	MTND2P33	156382785	156383815	pseudogene
4	ENSG00000061918	GUCY1B3	156680144	156728743	protein_coding
4	ENSG00000256043	CTSO	156845270	156875069	protein_coding
4	ENSG00000249013	FTH1P21	156927630	156928140	pseudogene
4	ENSG00000109738	GLRB	157997209	158093242	protein_coding
4	ENSG00000234111	RP11-364P22.1	158493642	158497306	lincRNA
4	ENSG00000250475	RP11-312A15.3	158889564	158890767	pseudogene
4	ENSG00000251073	NUDT19P5	159103977	159104545	pseudogene
4	ENSG00000164124	TMEM144	159122756	159176563	protein_coding
4	ENSG00000251429	RP11-597D13.7	159191530	159199828	pseudogene
4	ENSG00000248387	RP11-781M16.1	159390738	159391854	pseudogene
4	ENSG00000205208	C4orf46	159587831	159593407	protein_coding
4	ENSG00000171497	PPID	159630286	159644548	protein_coding
4	ENSG00000164123	C4orf45	159814286	159959912	protein_coding
4	ENSG00000250997	RP11-502M1.1	161442981	161443463	pseudogene
4	ENSG00000249425	RP11-502M1.2	161460406	161507969	lincRNA
4	ENSG00000168843	FSTL5	162305049	163085187	protein_coding
4	ENSG00000164128	NPY1R	164245113	164265984	protein_coding
4	ENSG00000151005	TKTL2	164392257	164395047	protein_coding
4	ENSG00000145416	MARCH1	164445450	165305202	protein_coding
4	ENSG00000248546	ANP32C	165118159	165118863	pseudogene
4	ENSG00000248162	RP11-294O2.1	165646462	165647858	pseudogene
4	ENSG00000248771	RP11-294O2.2	165675216	165724947	lincRNA
4	ENSG00000221891	FAM218BP	165850646	165851103	pseudogene
4	ENSG00000121089	NACA3P	165864442	165865089	pseudogene
4	ENSG00000183439	TRIM61	165875598	165898820	protein_coding
4	ENSG00000250430	RP11-366M4.15	165947413	165948096	pseudogene
4	ENSG00000250374	RP11-219C20.1	165980300	165981706	pseudogene
4	ENSG00000109466	KLHL2	166128770	166244308	protein_coding
4	ENSG00000052802	MSMO1	166248775	166264312	protein_coding
4	ENSG00000248287	SCGB1D5P	166438407	166438653	pseudogene
4	ENSG00000270336	RP11-521F1.1	168663030	168663438	pseudogene
4	ENSG00000109511	ANXA10	169013666	169108841	protein_coding
4	ENSG00000181381	DDX60L	169277886	169458937	protein_coding
4	ENSG00000154447	SH3RF1	170015407	170192256	protein_coding
4	ENSG00000214671	RPL6P12	170087423	170088268	pseudogene
4	ENSG00000137601	NEK1	170314426	170533780	protein_coding
4	ENSG00000229204	PTGES3P3	170712371	170712853	pseudogene
4	ENSG00000198948	MFAP3L	170907748	170954182	protein_coding
4	ENSG00000251061	RP11-789C1.2	171264240	171293462	lincRNA
4	ENSG00000181359	HSP90AA6P	171502621	171526601	pseudogene
4	ENSG00000250968	RP11-322J23.1	171663620	171664869	lincRNA
4	ENSG00000248872	RP11-344G13.1	171961753	171980314	lincRNA
4	ENSG00000248755	RP11-384D10.1	172090360	172091093	pseudogene
4	ENSG00000248339	RP11-717H13.1	172210626	172219418	lincRNA
4	ENSG00000109586	GALNT7	174089904	174245118	protein_coding
4	ENSG00000164104	HMGB2	174252846	174256276	protein_coding
4	ENSG00000261646	RP11-489G11.3	174388984	174391192	lincRNA
4	ENSG00000164107	HAND2	174446120	174451380	protein_coding
4	ENSG00000261672	RP11-475B2.1	174514823	174515707	lincRNA
4	ENSG00000213370	RANP6	174554879	174555522	pseudogene
4	ENSG00000250043	RP11-161D15.2	174798622	174834403	lincRNA
4	ENSG00000248174	RP11-148L24.1	175015811	175141549	lincRNA
4	ENSG00000164118	CEP44	175204828	175254531	protein_coding
4	ENSG00000164120	HPGD	175411328	175444305	protein_coding
4	ENSG00000251584	RP11-440I14.3	175457791	175461935	lincRNA
4	ENSG00000249284	RP11-287F9.1	176207756	176211918	pseudogene
4	ENSG00000248551	RP11-287F9.2	176267509	176324261	lincRNA
4	ENSG00000250372	MARK2P4	176933189	176935568	pseudogene
4	ENSG00000150627	WDR17	176986985	177103978	protein_coding
4	ENSG00000164122	ASB5	177134824	177198722	protein_coding
4	ENSG00000249008	RP11-487E13.1	178163693	178169927	protein_coding
4	ENSG00000038002	AGA	178351924	178363657	protein_coding
4	ENSG00000248197	LINC00290	181985242	182080302	lincRNA
4	ENSG00000129187	DCTD	183811213	183839089	protein_coding
4	ENSG00000250636	RP11-335L23.2	183949754	183950873	pseudogene
4	ENSG00000177300	CLDN22	184239220	184241927	protein_coding
4	ENSG00000168564	CDKN2AIP	184365744	184369351	protein_coding
4	ENSG00000213434	VTI1BP2	184404643	184405338	pseudogene
4	ENSG00000168556	ING2	184426147	184432249	protein_coding
4	ENSG00000271646	RP11-326I11.3	185395956	185398458	lincRNA
4	ENSG00000249056	RP11-326I11.1	185480329	185480937	pseudogene
4	ENSG00000254233	RP11-242J7.1	185505247	185546184	lincRNA
4	ENSG00000164305	CASP3	185548850	185570663	protein_coding
4	ENSG00000151726	ACSL1	185676749	185747972	protein_coding
4	ENSG00000249138	RP11-701P16.1	185719450	185720200	pseudogene
4	ENSG00000249173	RP11-701P16.4	185815025	185820608	lincRNA
4	ENSG00000248517	RP11-386B13.4	185910151	185926340	lincRNA
4	ENSG00000187821	HELT	185939995	185941958	protein_coding
4	ENSG00000109762	SNX25	186125391	186291339	protein_coding
4	ENSG00000186352	ANKRD37	186317175	186321782	protein_coding
4	ENSG00000205129	C4orf47	186347394	186370980	protein_coding
4	ENSG00000154553	PDLIM3	186422851	186456766	protein_coding
4	ENSG00000235149	RP11-45I20.1	186839294	186840614	lincRNA
4	ENSG00000109794	FAM149A	187025573	187093821	protein_coding
4	ENSG00000164344	KLKB1	187130133	187179625	protein_coding
4	ENSG00000168412	MTNR1A	187454809	187476721	protein_coding
4	ENSG00000249747	RP11-308K2.1	188123140	188130500	lincRNA
4	ENSG00000250620	RP11-91J3.3	188334718	188336851	lincRNA
4	ENSG00000250590	RP11-565A3.2	188454032	188593795	lincRNA
4	ENSG00000249162	ADAM20P3	188667248	188669353	pseudogene
4	ENSG00000179059	ZFP42	188916925	188926204	protein_coding
4	ENSG00000242169	RP11-219G10.1	189270530	189271178	pseudogene
4	ENSG00000250523	RP11-756P10.1	189552078	189552901	pseudogene
4	ENSG00000251619	RP11-756P10.5	189697811	189706665	lincRNA
4	ENSG00000251310	RP11-706F1.1	190114254	190126031	lincRNA
4	ENSG00000205100	HSP90AA4P	190394119	190396346	pseudogene
4	ENSG00000250739	RP11-462G22.1	190580759	190582640	lincRNA
4	ENSG00000251297	TUBB7P	190903678	190906026	pseudogene
4	ENSG00000224807	DUX4L9	190942562	190943820	pseudogene
4	ENSG00000214273	AGGF1P1	190962497	190964569	pseudogene
4	ENSG00000258475	U85056.3	190986388	190987069	pseudogene
4	ENSG00000258755	DUX4L7	190992087	190993897	protein_coding
4	ENSG00000258834	DUX4L4	191001979	191003777	protein_coding
4	ENSG00000259128	DUX4L2	191011860	191013719	protein_coding
5	ENSG00000250020	RP11-811I15.1	58313	59030	pseudogene
5	ENSG00000249430	CTD-2231H16.1	92266	139978	lincRNA
5	ENSG00000153404	PLEKHG4B	140373	190085	protein_coding
5	ENSG00000073578	SDHA	218356	256815	protein_coding
5	ENSG00000188242	CTD-2228K2.5	466239	473213	protein_coding
5	ENSG00000112877	CEP72	612387	667283	protein_coding
5	ENSG00000247872	SPCS2P3	816461	817116	pseudogene
5	ENSG00000071539	TRIP13	892758	919472	protein_coding
5	ENSG00000203594	AC116351.1	991214	991386	pseudogene
5	ENSG00000164363	SLC6A18	1225470	1246304	protein_coding
5	ENSG00000049656	CLPTM1L	1317859	1345214	protein_coding
5	ENSG00000142319	SLC6A3	1392909	1445545	protein_coding
5	ENSG00000251532	CTD-2245E15.3	1544222	1551825	lincRNA
5	ENSG00000232615	CTD-2012J19.1	1614951	1616449	pseudogene
5	ENSG00000248994	RP11-259O2.1	1933977	1959290	lincRNA
5	ENSG00000248736	RP11-35O7.1	2965120	2967742	lincRNA
5	ENSG00000249830	RP11-121L11.3	3452930	3461774	lincRNA
5	ENSG00000250921	CTD-2008N3.1	4135795	4143761	lincRNA
5	ENSG00000231291	RP11-445O3.1	4512375	4516889	lincRNA
5	ENSG00000248311	CTD-2161F6.2	4775589	4805882	lincRNA
5	ENSG00000251506	CTD-2247C11.2	4967877	4970538	lincRNA
5	ENSG00000251426	CTD-2247C11.4	5046909	5049610	lincRNA
5	ENSG00000145536	ADAMTS16	5140443	5320417	protein_coding
5	ENSG00000250808	RP11-531A21.4	5396085	5396448	pseudogene
5	ENSG00000164151	KIAA0947	5420777	5490347	protein_coding
5	ENSG00000259861	CTC-471C19.2	6030148	6030954	lincRNA
5	ENSG00000250730	HMGB3P3	6289970	6290737	pseudogene
5	ENSG00000250490	CTD-2324F15.2	6310554	6339997	lincRNA
5	ENSG00000133398	MED10	6371994	6378707	protein_coding
5	ENSG00000249734	RP11-332J15.1	6795993	6826841	lincRNA
5	ENSG00000250974	RP11-122F24.1	6933783	7190925	lincRNA
5	ENSG00000248775	RP11-404K5.3	7288037	7288590	pseudogene
5	ENSG00000251678	CTD-2296D1.1	7344692	7346034	lincRNA
5	ENSG00000215217	C5orf49	7830491	7851603	protein_coding
5	ENSG00000250389	MTND6P2	8618693	8619216	pseudogene
5	ENSG00000112902	SEMA5A	9035138	9546187	protein_coding
5	ENSG00000250786	CTD-2001E22.2	9546312	9550721	lincRNA
5	ENSG00000250814	RP11-447B18.1	9854489	9890049	lincRNA
5	ENSG00000271998	CTD-2199O4.7	10195299	10197734	lincRNA
5	ENSG00000249396	RP11-1C1.4	10493639	10502840	lincRNA
5	ENSG00000249160	RP11-1C1.5	10505108	10522196	protein_coding
5	ENSG00000214179	AC112200.1	10541568	10541807	pseudogene
5	ENSG00000251196	RP11-54F2.1	10652323	10656037	pseudogene
5	ENSG00000272016	RP11-215G15.5	10654332	10657928	lincRNA
5	ENSG00000248131	CT49	12574969	12804475	lincRNA
5	ENSG00000251112	RP11-419C19.3	12794212	12794843	pseudogene
5	ENSG00000248145	CTC-305H11.1	13175958	13179684	lincRNA
5	ENSG00000248462	CTD-2042D5.1	13553763	13554075	pseudogene
5	ENSG00000039139	DNAH5	13690440	13944652	protein_coding
5	ENSG00000145569	FAM105A	14581884	14615116	protein_coding
5	ENSG00000248791	CTD-2165H16.3	14620129	14621422	pseudogene
5	ENSG00000154122	ANKH	14704910	14871887	protein_coding
5	ENSG00000249485	RBBP4P1	14797234	14798509	pseudogene
5	ENSG00000249928	UQCRBP3	14874509	14874820	pseudogene
5	ENSG00000250247	SEPHS1P5	14960341	14961502	pseudogene
5	ENSG00000154153	FAM134B	16473147	16617167	protein_coding
5	ENSG00000250415	CTC-461F20.1	16617334	16621385	lincRNA
5	ENSG00000250816	DCAF13P2	17202383	17203254	pseudogene
5	ENSG00000250822	CTD-2139B15.4	17379015	17387419	lincRNA
5	ENSG00000250667	RP11-321E2.12	17495767	17495935	pseudogene
5	ENSG00000249620	RP11-321E2.10	17511942	17512347	pseudogene
5	ENSG00000250055	RP11-321E2.8	17525344	17525938	pseudogene
5	ENSG00000250088	RP11-432M8.1	17587399	17587632	pseudogene
5	ENSG00000249329	RP11-432M8.5	17597341	17597937	pseudogene
5	ENSG00000249357	RP11-432M8.8	17604866	17605486	pseudogene
5	ENSG00000250351	RP11-432M8.10	17620642	17621048	pseudogene
5	ENSG00000250782	RP11-432M8.13	17634569	17635162	pseudogene
5	ENSG00000248542	RP11-432M8.16	17649155	17649752	pseudogene
5	ENSG00000250715	RP11-432M8.19	17670277	17670680	pseudogene
5	ENSG00000249937	RP11-454P21.1	17684693	17955966	lincRNA
5	ENSG00000249285	RP11-81B23.1	18908975	18909652	pseudogene
5	ENSG00000249174	RP11-124N3.3	18965970	19142455	lincRNA
5	ENSG00000242654	RP11-124N3.1	19041118	19041495	pseudogene
5	ENSG00000145526	CDH18	19473060	20575982	protein_coding
5	ENSG00000251629	RP11-774D14.1	20611949	20937800	lincRNA
5	ENSG00000248308	RP11-697E23.1	20830275	20831056	pseudogene
5	ENSG00000183666	GUSBP1	21341942	21589481	pseudogene
5	ENSG00000168967	PMCHL1	22142461	22152465	pseudogene
5	ENSG00000250332	CTD-2272G21.2	23303674	23305252	pseudogene
5	ENSG00000248874	C5orf17	23951457	24178372	protein_coding
5	ENSG00000226432	CTD-2015B23.2	24170479	24171355	pseudogene
5	ENSG00000250694	CTD-2074D8.1	24352418	24353552	lincRNA
5	ENSG00000040731	CDH10	24487209	24645087	protein_coding
5	ENSG00000248156	RP11-12P19.1	24786951	24787133	pseudogene
5	ENSG00000251654	RP11-192H6.2	25219082	25298721	lincRNA
5	ENSG00000249099	RP11-351N6.1	26382628	26399928	lincRNA
5	ENSG00000248426	CTD-2533K21.2	26669820	26670098	pseudogene
5	ENSG00000249616	CTD-2194F12.1	26739862	26741292	pseudogene
5	ENSG00000250337	RP11-46C20.1	27472399	27496508	lincRNA
5	ENSG00000250079	RP11-560A7.1	28213466	28214666	pseudogene
5	ENSG00000249785	CTD-2061E9.1	28286496	28287772	lincRNA
5	ENSG00000162685	LSP1P3	28925707	28927696	pseudogene
5	ENSG00000248391	CTD-2010I22.2	29380403	29396088	lincRNA
5	ENSG00000250984	CTD-2011G17.1	29796045	29796375	pseudogene
5	ENSG00000241668	CTD-2127O16.1	31053672	31054260	pseudogene
5	ENSG00000113360	DROSHA	31400604	31532303	protein_coding
5	ENSG00000248813	RP11-5N11.4	31741940	31742434	lincRNA
5	ENSG00000224282	CTD-2290C23.1	31822668	31823243	pseudogene
5	ENSG00000241739	CTD-2290C23.2	31840598	31841077	pseudogene
5	ENSG00000214108	CTD-2206G10.1	31908467	31909292	pseudogene
5	ENSG00000150712	MTMR12	32227100	32313115	protein_coding
5	ENSG00000056097	ZFR	32354456	32444867	protein_coding
5	ENSG00000250885	CTD-2004A9.1	32646670	32652082	lincRNA
5	ENSG00000113389	NPR3	32689176	32791819	protein_coding
5	ENSG00000248279	CTD-2218G20.2	32947549	32962573	lincRNA
5	ENSG00000113407	TARS	33440802	33469644	protein_coding
5	ENSG00000249360	CTD-2233C11.3	33502177	33503240	pseudogene
5	ENSG00000250583	CTD-2233C11.2	33519721	33522335	lincRNA
5	ENSG00000151388	ADAMTS12	33523640	33892297	protein_coding
5	ENSG00000164175	SLC45A2	33944721	33984835	protein_coding
5	ENSG00000250914	RP11-1084J3.1	33970968	33972733	pseudogene
5	ENSG00000082196	C1QTNF3	33987279	34124633	protein_coding
5	ENSG00000250767	RP11-1084J3.3	33997149	33997829	pseudogene
5	ENSG00000271771	RP11-1250I15.3	34158226	34158872	lincRNA
5	ENSG00000215156	RP11-1023L17.2	34190161	34193758	pseudogene
5	ENSG00000168724	DNAJC21	34929698	34959069	protein_coding
5	ENSG00000113494	PRLR	35048861	35230794	protein_coding
5	ENSG00000152611	CAPSL	35904397	35938881	protein_coding
5	ENSG00000168671	UGT3A2	36035119	36071460	protein_coding
5	ENSG00000251591	CTD-2197M16.1	36071893	36072181	pseudogene
5	ENSG00000152620	NADK2	36192694	36242381	protein_coding
5	ENSG00000242292	CTD-2282P23.1	36588608	36588763	pseudogene
5	ENSG00000244073	RPS4XP6	37085158	37085954	pseudogene
5	ENSG00000228212	OFD1P17	37209466	37212483	pseudogene
5	ENSG00000168621	GDNF	37812779	37839788	protein_coding
5	ENSG00000248539	CTD-2194L12.2	37899465	37920971	lincRNA
5	ENSG00000248533	CTD-2130F23.1	37953504	37967066	lincRNA
5	ENSG00000248461	CTD-2207A17.1	38148582	38153817	lincRNA
5	ENSG00000164318	EGFLAM	38258511	38465123	protein_coding
5	ENSG00000249911	RP11-122C5.1	38710469	38720375	lincRNA
5	ENSG00000248577	RP11-122C5.2	38763260	38764391	pseudogene
5	ENSG00000145623	OSMR	38845960	38945698	protein_coding
5	ENSG00000082074	FYB	39105338	39274630	protein_coding
5	ENSG00000113600	C9	39284364	39424970	protein_coding
5	ENSG00000271334	CTD-2078B5.2	39520533	39524810	lincRNA
5	ENSG00000250492	INTS6P1	39719086	39721615	pseudogene
5	ENSG00000249668	KRT18P56	40066753	40067302	pseudogene
5	ENSG00000250585	LINC00604	40260759	40267759	lincRNA
5	ENSG00000171522	PTGER4	40679600	40693837	protein_coding
5	ENSG00000132357	CARD6	40841286	40860275	protein_coding
5	ENSG00000182836	PLCXD3	41307056	41510730	protein_coding
5	ENSG00000251478	CTD-2122P11.1	41585984	41587889	pseudogene
5	ENSG00000240281	CTD-2062O1.1	41895170	41895701	pseudogene
5	ENSG00000151876	FBXO4	41925356	41941845	protein_coding
5	ENSG00000239694	CTD-2156G10.1	41951415	41952295	pseudogene
5	ENSG00000250860	CTD-2265D6.2	42466995	42468402	pseudogene
5	ENSG00000198865	CCDC152	42756903	42802462	protein_coding
5	ENSG00000251163	CTD-2325A15.2	42897364	42897934	pseudogene
5	ENSG00000250711	CTD-2201E18.1	42972726	42973194	pseudogene
5	ENSG00000271788	CTD-2201E18.5	43006835	43007645	lincRNA
5	ENSG00000272382	CTD-2035E11.4	43033818	43034737	lincRNA
5	ENSG00000177721	ANXA2R	43039335	43043272	protein_coding
5	ENSG00000272144	CTD-2035E11.5	43061497	43062543	lincRNA
5	ENSG00000172262	ZNF131	43065278	43192123	protein_coding
5	ENSG00000247763	RP11-447H19.1	43231914	43233275	pseudogene
5	ENSG00000112972	HMGCS1	43289497	43313614	protein_coding
5	ENSG00000188850	RP11-159F24.2	43336266	43348818	pseudogene
5	ENSG00000151881	C5orf28	43444354	43483995	protein_coding
5	ENSG00000172239	PAIP1	43526369	43557860	protein_coding
5	ENSG00000112992	NNT	43602794	43707507	protein_coding
5	ENSG00000224993	CTD-2210P15.1	43666867	43667334	pseudogene
5	ENSG00000249276	RP11-8L21.1	43874469	43886730	lincRNA
5	ENSG00000250017	RP11-484L7.2	45574692	45576714	pseudogene
5	ENSG00000250122	CTD-2013M15.1	45890318	45896072	lincRNA
5	ENSG00000170571	EMB	49692026	49739082	protein_coding
5	ENSG00000271455	RP11-269M20.2	49899063	49899345	pseudogene
5	ENSG00000249405	RP11-317O24.1	50154594	50155854	lincRNA
5	ENSG00000250360	CTD-2089N3.1	50261521	50262842	lincRNA
5	ENSG00000248891	CTD-2335O3.2	50723830	50724261	pseudogene
5	ENSG00000251125	CTD-2335O3.3	50746992	50757923	lincRNA
5	ENSG00000249270	RP11-182I21.1	51226642	51227870	pseudogene
5	ENSG00000250827	CTD-2141G3.1	51875389	51876940	pseudogene
5	ENSG00000213949	ITGA1	52083730	52255040	protein_coding
5	ENSG00000240052	RP11-289K10.1	52709334	52710090	pseudogene
5	ENSG00000164258	NDUFS4	52856463	52979168	protein_coding
5	ENSG00000250447	CTD-2081C10.1	53072474	53115516	lincRNA
5	ENSG00000217791	ASS1P9	53154996	53156231	pseudogene
5	ENSG00000272416	CTD-2081C10.7	53176123	53176881	lincRNA
5	ENSG00000185305	ARL15	53179775	53606412	protein_coding
5	ENSG00000249069	RP11-461C13.1	53616774	53710955	lincRNA
5	ENSG00000145649	GZMA	54398476	54406080	protein_coding
5	ENSG00000234602	MCIDAS	54515442	54523143	protein_coding
5	ENSG00000067248	DHX29	54552073	54603550	protein_coding
5	ENSG00000067113	PPAP2A	54720682	54830878	protein_coding
5	ENSG00000164509	IL31RA	55147207	55218678	protein_coding
5	ENSG00000264281	CTD-2031P19.4	55240458	55240856	pseudogene
5	ENSG00000243592	RPL17P22	55432806	55433358	pseudogene
5	ENSG00000225940	AC022431.2	55807394	55902059	protein_coding
5	ENSG00000228650	AC008940.1	56066626	56068130	lincRNA
5	ENSG00000095015	MAP3K1	56111401	56191979	protein_coding
5	ENSG00000250480	RP11-101B14.1	56416623	56418451	pseudogene
5	ENSG00000062194	GPBP1	56469775	56560506	protein_coding
5	ENSG00000248586	CTD-2516K3.3	56613816	56615847	pseudogene
5	ENSG00000249584	RP11-478P10.1	57186154	57194989	lincRNA
5	ENSG00000145632	PLK2	57749809	57756087	protein_coding
5	ENSG00000240412	RPL5P15	58118330	58119541	pseudogene
5	ENSG00000113448	PDE4D	58264865	59817947	protein_coding
5	ENSG00000250148	KRT8P31	60039390	60040797	pseudogene
5	ENSG00000188725	SMIM15	60453536	60458301	protein_coding
5	ENSG00000249279	CTC-436P18.3	60497136	60560756	lincRNA
5	ENSG00000130449	ZSWIM6	60628100	60841997	protein_coding
5	ENSG00000251682	RP11-631M6.3	60642953	60643543	pseudogene
5	ENSG00000251575	CTD-2170G1.2	61028601	61031496	lincRNA
5	ENSG00000068796	KIF2A	61601989	61833076	protein_coding
5	ENSG00000248185	CTD-2049O17.1	62597350	62597883	pseudogene
5	ENSG00000178394	HTR1A	63256183	63258334	protein_coding
5	ENSG00000186479	RGS7BP	63802084	63908139	protein_coding
5	ENSG00000153015	CWC27	64064757	64314590	protein_coding
5	ENSG00000272354	RP11-307L14.2	64316441	64316816	lincRNA
5	ENSG00000205644	CTD-2375G15.1	64711180	64712049	pseudogene
5	ENSG00000250081	CTD-2116N20.1	64782271	64782875	lincRNA
5	ENSG00000123219	CENPK	64813593	64858998	protein_coding
5	ENSG00000197860	SGTB	64961755	65018862	protein_coding
5	ENSG00000153914	SREK1	65435799	65479443	protein_coding
5	ENSG00000248846	CTD-2016O11.1	65502040	65505275	lincRNA
5	ENSG00000250313	RP11-5P22.3	65803372	65807432	lincRNA
5	ENSG00000270107	CTD-2306M10.1	66475441	66476415	lincRNA
5	ENSG00000134061	CD180	66478103	66492627	protein_coding
5	ENSG00000249364	RP11-434D9.1	66675206	67101066	lincRNA
5	ENSG00000249238	RP11-83M16.2	66932210	66934770	pseudogene
5	ENSG00000249894	RP11-434D9.2	67096568	67185924	lincRNA
5	ENSG00000253801	CTD-2060F24.1	67382989	67383322	pseudogene
5	ENSG00000249588	CTC-537E7.1	67819705	67825834	lincRNA
5	ENSG00000249352	7SK	68266266	68325992	lincRNA
5	ENSG00000249183	SUMO2P4	68364752	68365027	pseudogene
5	ENSG00000134057	CCNB1	68462837	68474072	protein_coding
5	ENSG00000134056	MRPS36	68513587	68525956	protein_coding
5	ENSG00000215006	CHCHD2P2	68629756	68630076	pseudogene
5	ENSG00000085231	TAF9	68646811	68665840	protein_coding
5	ENSG00000244717	RPS27P14	68765710	68765963	pseudogene
5	ENSG00000250138	RP11-848G14.5	68927790	68932312	pseudogene
5	ENSG00000251158	RP11-98J23.1	69194694	69199025	pseudogene
5	ENSG00000205572	SERF1B	69321074	69338940	protein_coding
5	ENSG00000253492	CDH12P3	69428506	69428800	pseudogene
5	ENSG00000253816	RP11-1415C14.3	69515745	69580686	pseudogene
5	ENSG00000253333	RP11-497H16.8	69790927	69796730	pseudogene
5	ENSG00000250918	RP11-497H16.4	69825198	69826377	pseudogene
5	ENSG00000254335	CDH12P1	70156112	70156406	pseudogene
5	ENSG00000172062	SMN1	70220768	70249769	protein_coding
5	ENSG00000254353	RP11-195E2.4	70328995	70330227	lincRNA
5	ENSG00000145736	GTF2H2	70330784	70363516	protein_coding
5	ENSG00000230847	RP11-195E2.1	70370052	70389020	pseudogene
5	ENSG00000253900	CDH12P4	70428820	70429114	pseudogene
5	ENSG00000235558	RP11-1198D22.1	70516183	70555065	pseudogene
5	ENSG00000247911	HMGN1P12	70833479	70833673	pseudogene
5	ENSG00000049883	PTCD2	71616194	71656052	protein_coding
5	ENSG00000272365	RP11-389C8.3	71663446	71664222	lincRNA
5	ENSG00000251108	YBX1P5	71713316	71714162	pseudogene
5	ENSG00000178175	ZNF366	71738479	71803554	protein_coding
5	ENSG00000251613	CTC-347C20.1	71982939	72058554	lincRNA
5	ENSG00000223497	AC063979.1	72029660	72030036	pseudogene
5	ENSG00000272081	CTD-2376I4.2	72251033	72251526	lincRNA
5	ENSG00000157107	FCHO2	72251808	72386349	protein_coding
5	ENSG00000251467	CTC-250P20.2	72292747	72293469	pseudogene
5	ENSG00000251493	FOXD1	72740654	72744352	protein_coding
5	ENSG00000183900	AC099522.1	72742083	72744352	pseudogene
5	ENSG00000247993	RP11-79P5.2	72742184	72742811	lincRNA
5	ENSG00000272525	RP11-79P5.9	72793375	72794118	lincRNA
5	ENSG00000145741	BTF3	72794233	72801460	protein_coding
5	ENSG00000255883	AC099522.2	72804510	72805079	pseudogene
5	ENSG00000164338	UTP15	72861268	72877794	protein_coding
5	ENSG00000184084	CTD-2372A4.1	73099121	73099424	pseudogene
5	ENSG00000251041	CTD-2275D24.1	73617456	73635977	lincRNA
5	ENSG00000248673	CTC-419K13.1	73665201	73832801	lincRNA
5	ENSG00000171617	ENC1	73923234	73937249	protein_coding
5	ENSG00000250071	CTD-2060C23.1	74094819	74095925	pseudogene
5	ENSG00000182383	CTD-2503O16.2	74286014	74286462	pseudogene
5	ENSG00000176928	GCNT4	74323289	74326724	protein_coding
5	ENSG00000122008	POLK	74807581	74896969	protein_coding
5	ENSG00000251078	SLC25A5P9	75048395	75049304	pseudogene
5	ENSG00000248684	BIN2P2	75206390	75207692	pseudogene
5	ENSG00000251342	CTC-235G5.2	75374491	75375588	pseudogene
5	ENSG00000248127	CTC-235G5.3	75377771	75380011	lincRNA
5	ENSG00000122012	SV2C	75378997	75649764	protein_coding
5	ENSG00000249014	HMGN2P4	75537849	75538229	pseudogene
5	ENSG00000145703	IQGAP2	75699074	76003957	protein_coding
5	ENSG00000250574	CTD-2275D10.2	75806265	75806591	pseudogene
5	ENSG00000164220	F2RL2	75911307	75919259	protein_coding
5	ENSG00000171643	S100Z	76145826	76217475	protein_coding
5	ENSG00000164252	AGGF1	76325076	76361059	protein_coding
5	ENSG00000164253	WDR41	76721795	76916436	protein_coding
5	ENSG00000244019	RPS2P24	76841222	76842091	pseudogene
5	ENSG00000171540	OTP	76924538	76935513	protein_coding
5	ENSG00000249372	ATP6V1G1P6	77518008	77518341	pseudogene
5	ENSG00000245556	CTD-2037K23.2	77638189	77656331	lincRNA
5	ENSG00000085365	SCAMP1	77656339	77776562	protein_coding
5	ENSG00000254310	CTD-2045M21.1	78049419	78049696	pseudogene
5	ENSG00000132837	DMGDH	78293438	78531861	protein_coding
5	ENSG00000214890	CTD-2299I21.1	78295935	78296947	pseudogene
5	ENSG00000145692	BHMT	78407602	78428108	protein_coding
5	ENSG00000152409	JMY	78532012	78623038	protein_coding
5	ENSG00000213757	CTC-451P13.1	78579955	78580741	pseudogene
5	ENSG00000243160	RP11-342F17.2	78825125	78825916	pseudogene
5	ENSG00000164329	PAPD4	78907943	78982471	protein_coding
5	ENSG00000113296	THBS4	79287134	79379110	protein_coding
5	ENSG00000251050	RP11-168A11.4	79315432	79315743	pseudogene
5	ENSG00000249438	KRT18P45	79584268	79585600	pseudogene
